name,status,street,city,state,zip,phone,Latitude,Longitude,"Accuracy Score",Street,City,State,County,Zip
"Salon Coccole","Eufora semi exclusive","591 Rand Rd","Lake Zurich",IL,60047,847-540-7006,42.185770046296,-88.095923925926,0.8,"591 Rand Rd","Lake Zurich",IL,"Lake County",60047
"Salon Concepts",,"58047 Van Dyke Rd",Washington,MI,48094,586-677-1333,42.721640099476,-83.035771963351,1,"58047 Van Dyke Rd",Washington,MI,"Macomb County",48094
"Salon Daniel",,"6828 A Old Dominion Dr","Mc Lean",VA,22101,"(703) 893-5000",38.920165,-77.229043,0.22," ",McLean,VA,"Fairfax County",22109
"Salon De Lourdes",,"2985 W Mt Hope Rd Suite109",Okemos,MI,48864,517-366-5858,42.719534,-84.425136,0.33," ",Okemos,MI,"Ingham County",48864
"Salon De Nouveau","Eufora semi exclusive","2204 E Ft Lowell",Tucson,AZ,85719,520-323-0770,32.271355,-110.992051,0.33," ",Tucson,AZ,"Pima County",85705
"Salon Denver","Eufora semi exclusive","1744 Platte St",Denver,CO,80202,303-458-9823,39.757717036364,-105.00767236364,1,"1744 Platte St",Denver,CO,"Denver County",80202
"Salon DeShano","Eufora semi exclusive","202 Turkey Sag Trail Suite 2",Palmyra,VA,22963,434-589-8920,37.905552118907,-78.341949760061,1,"202 Turkeysag Trl",Palmyra,VA,"Fluvanna County",22963
"Salon Destino","Eufora semi exclusive","20888 Royalton Rd",Strongsville,OH,44149,440-572-2692,41.31386,-81.775612168067,1,"20888 Royalton Rd","Broadview Heights",OH,"Cuyahoga County",44147
"Salon Deva",,"105 N Pennsylvania Ave",Greensburg,PA,16501,724-832-3382,40.304235402597,-79.545931532468,1,"105 N Pennsylvania Ave",Greensburg,PA,"Westmoreland County",15601
"Salon Di Luna",,"44 East Ridgewood Avenue",Ridgewood,NJ,7450,201-444-4494,40.979748625,-74.1203605,1,"44 E Ridgewood Ave",Ridgewood,NJ,"Bergen County",07450
"Salon Diva Spa","Eufora exclusive","11206 Lee Hwy",Fairfax,VA,22030,703-385-4437,38.852820860686,-77.3314825831,1,"11206 Lee Hwy",Fairfax,VA,"Fairfax city",22030
"Salon Doremi","Eufora semi exclusive","6250 Abbotts Bridge Rd Suite 700","Johns Creek",GA,30097,770-740-0052,32.864979,-84.910348,0.18," ","Jones Crossroads",GA,"Harris County",31822
"Salon Elite","Eufora semi exclusive","12715 T Warwick Blvd","Newport News",VA,23606,"(757) 930-0900",37.021946,-76.436637,0.33," ","Newport News",VA,"Newport News city",23605
"Salon En Vogue",,"634 State Street Suite B","North Dartmouth",MA,2747,508-993-5529,41.639954944444,-71.017732444444,0.8,"634 State St","North Dartmouth",MA,"Bristol County",02747
"Salon Envie","Eufora semi exclusive","1801 Sherman St",Wausau,WI,54401,715-842-2727,44.951906,-89.657585,1,"1801 Sherman St",Wausau,WI,"Marathon County",54401
"Salon Enza",,"1784 Penfield Road",Penfield,NY,14526,585-218-0660,43.129925142857,-77.476450714286,1,"1784 Penfield Rd",Penfield,NY,"Monroe County",14526
"Salon Eternity","Eufora semi exclusive","1429 Province Terrace",Menasha,WI,54952,920-731-5200,44.224237458333,-88.402091833333,1,"1429 Province Ter",Menasha,WI,"Winnebago County",54952
"Salon Europa","Eufora semi exclusive","9821 Carroll Canyon Rd Suite C","San Diego",CA,92131,858-693-8960,32.903435090909,-117.11607245455,1,"9821 Carroll Canyon Rd","San Diego",CA,"San Diego County",92131
"Salon Faith","Eufora exclusive","10201 N Scottsdale Rd Ste 30",Scottsdale,AZ,85253,480-907-7452,33.58217,-111.926008,1,"10201 N Scottsdale Rd","Paradise Valley",AZ,"Maricopa County",85253
"Salon Fiber","Eufora exclusive","245 Taylor Alley",Phoenixville,PA,19460,"(610) 933-5633",40.138662,-75.524533857143,1,"245 Taylor Aly",Phoenixville,PA,"Chester County",19460
"Salon Forte","Eufora semi exclusive","45677 Hayes Rd","Shelby Township",MI,48315,"(586) 566-7878",,,0,,,,,
"Salon G3","Eufora exclusive","327 Commercial Street",Auburn,CA,95603,530-308-5054,38.896083946237,-121.07858297849,1,"327 Commercial St",Auburn,CA,"Placer County",95603
"Salon Gallerie",,"302 North 168Th Circle",Omaha,NE,68137,"(402) 213-4778",41.211348,-95.950312,0.33," ",Omaha,NE,"Douglas County",68107
"Salon Halo","Eufora exclusive","4101 B West Broadway Ave",Robbinsdale,MN,55422,612-385-4605,45.032187,-93.338561,0.3," ",Robbinsdale,MN,"Hennepin County",55422
"Salon Heat","Eufora exclusive","52940 Garfield Rd",Macomb,MI,48042,586-697-5153,42.674293084469,-82.957584010899,1,"52940 Garfield Rd",Macomb,MI,"Macomb County",48044
"Salon Helena","Eufora semi exclusive","7913 Menaul Ne",Albuquerque,NM,87110,505-884-4955,35.069296,-106.64853,0.33," ",Albuquerque,NM,"Bernalillo County",87102
"Salon Indigo",,"1434 State Road",Duncannon,PA,17020,"(717) 957-3122",40.354877945946,-76.977854081081,1,"1434 State Rd",Duncannon,PA,"Perry County",17020
"Salon Ivy",,"238 E 6Th Ave",Anchorage,AK,99501,907-278-7895,61.216577387755,-149.87997814286,1,"238 E 6th Ave",Anchorage,AK,"Anchorage Municipality",99501
"Salon Jana","Eufora semi exclusive","830 State",Quincy,IL,62301,217-223-1308,39.926553122449,-91.402784877551,1,"830 State",Quincy,IL,"Adams County",62301
"Salon Jean Paul",,"4820 Yuma St Nw",Washington,DC,20016,202-966-4600,38.946288591837,-77.096271897959,1,"4820 Yuma St NW",Washington,DC,"District of Columbia",20016
"Salon Joy  Solera Salon",,"8770 E Arapahoe Road Suite 108",Centennial,CO,80112,720-339-8413,39.889763,-105.114346,0.3," ",Centennial,CO,"Arapahoe County",80021
"Salon Juliet",,"366 Lithia Way",Ashland,OR,97520,541-973-8116,42.195917714286,-122.71042138776,1,"366 Lithia Way",Ashland,OR,"Jackson County",97520
"Salon K","Eufora semi exclusive","1245 Libra Dr",Lincoln,NE,68512,402-421-8100,40.735862727273,-96.704855909091,1,"1245 Libra Dr",Lincoln,NE,"Lancaster County",68512
"Salon Kandalucci",,"5710 West Bell Road Suite 38",Glendale,AZ,85308,623-773-0112,33.638708454545,-112.18621714141,1,"5710 W Bell Rd",Glendale,AZ,"Maricopa County",85308
"Salon Karma","Eufora semi exclusive","1481 Main St",Tewksbury,MA,1876,978-858-0555,42.5992065,-71.220606125,1,"1481 Main St",Tewksbury,MA,"Middlesex County",01876
"Salon Khouri","Eufora semi exclusive","11725 Lee Highway",Fairfax,VA,22030,703-273-7878,38.84865609147,-77.352963820575,1,"11725 Lee Hwy",Fairfax,VA,"Fairfax city",22030
"Salon Luxe","Eufora semi exclusive","937 West Foothill Blvd Suite A",Claremont,CA,91711,909-624-5900,34.106989,-117.732761,1,"937 W Foothill Blvd",Claremont,CA,"Los Angeles County",91711
"Salon M2 Inc","Eufora exclusive","8430 Rea Rd Suite 140",Charlotte,NC,28277,980-939-1983,35.133942488372,-80.800823813954,1,"8430 Rea Rd",Charlotte,NC,"Mecklenburg County",28226
"Salon Mar",,"595 N Sepulveda Blvd","Manhattan Beach",CA,90266,310-798-7000,33.881901367347,-118.39597987755,1,"595 N Sepulveda Blvd","Manhattan Beach",CA,"Los Angeles County",90266
"Salon Marquee","Eufora semi exclusive","643 E Lake Street",Wayzata,MN,55391,"(952) 473-3768",44.984663,-93.542233,0.33," ",Wayzata,MN,"Hennepin County",55391
"Salon Mateo","Eufora exclusive","1012 Marquez Place Suite 209A","Santa Fe",NM,87505,505-984-2887,35.674359333333,-105.95017066667,1,"1012 Marquez Pl","Santa Fe",NM,"Santa Fe County",87505
"Salon Melange","Eufora semi exclusive","22606 Greater Mack Ave","St  Clair Shores",MI,48080,586-722-4111,,,0,,,,,
"Salon Melissa",,"400 South Cross St Ste 4",Chestertown,MD,21620,"(410) 810-0009",39.2073548,-76.0678782,1,"400 S Cross St",Chestertown,MD,"Kent County",21620
"Salon Mjm",,"354 Main Street",Denver,PA,17517,"(717) 335-2323",40.232451666667,-76.136484666667,1,"354 Main St",Denver,PA,"Lancaster County",17517
"Salon Moraee",,"2521 Piedmont Rd Ne",Atlanta,GA,30324,678-701-4076,33.825590375,-84.367157625,1,"2521 Piedmont Rd NE",Atlanta,GA,"Fulton County",30324
"Salon Mosaic","Eufora semi exclusive","2488 N Landing Rd Suite 107","VA Beach",VA,23456,"(757) 588-4899",,,0,,,,,
"Salon Nevaeh","Eufora semi exclusive","921 Oregon St",Oshkosh,WI,54902,920-573-0987,44.00963444898,-88.54251477551,1,"921 Oregon St",Oshkosh,WI,"Winnebago County",54902
"Salon Nima",,"8801 W Patterson Street",Tampa,FL,33615,"813 249-9000",28.018347,-82.587715,1,"8801 W Patterson St",Tampa,FL,"Hillsborough County",33615
"Salon Noelle",,"299 Detroit Street Studio 104",Denver,CO,80206,303-549-7313,39.726303,-104.856808,0.33," ",Denver,CO,"Denver County",80201
"Salon Norman Dee",,"2550 Grant Ave",Philadelphia,PA,19114,"(215) 676-0555",40.077373428571,-75.022553653061,1,"2550 Grant Ave",Philadelphia,PA,"Philadelphia County",19114
"Salon Novello",,"734 West Bristol Street",Elkhart,IN,46514,"(574) 206-1170",41.702615,-85.988579704698,1,"734 W Bristol St",Elkhart,IN,"Elkhart County",46514
"Salon Nuage","Eufora exclusive","290 N El Camino Real",Encinitas,CA,92024,760-753-3614,33.048970727273,-117.25986121212,1,"290 N El Camino Real",Encinitas,CA,"San Diego County",92024
"Salon Oxygen","Eufora semi exclusive","1666 Mount Rose Avenue",York,PA,17403,"(717) 848-4413",39.958466310345,-76.690977965517,1,"1666 Mount Rose Ave",York,PA,"York County",17403
"Salon Oz","Eufora exclusive","363 Great Rd",Bedford,MA,1730,781-275-7393,42.484176375,-71.259737625,1,"363 Great Rd",Bedford,MA,"Middlesex County",01730
"Salon Paixaio",,"601 Columbia Street South",Olympia,WA,98501,360-704-8742,47.065404,-122.976187,0.33," ",Olympia,WA,"Thurston County",98505
"Salon Paradigm","Eufora exclusive","205 South El Camino Real",Encinitas,CA,92024,760-633-4400,33.045030493671,-117.25955516456,1,"205 S El Camino Real",Encinitas,CA,"San Diego County",92024
"Salon Patrece","Eufora semi exclusive","17547 Ventura Boulevard",Encino,CA,91316,818-528-7373,34.161839566667,-118.5159988,1,"17547 Ventura Blvd",Encino,CA,"Los Angeles County",91316
"Salon Poise","Eufora exclusive","334 Main St",Vista,CA,92084,760-295-2436,33.19974122449,-117.29818712245,1,"334 Main St",Vista,CA,"San Diego County",92083
"Salon Posh",,"20440 Haggerty Rd",Northville,MI,48167,734-542-4000,42.438737358209,-83.436180634328,1,"20440 Haggerty Rd",Plymouth,MI,"Wayne County",48170
"Salon Que","Eufora exclusive","71 West Center",Logan,UT,84321,435-752-9424,41.775527,-111.806435,0.33," ",Logan,UT,"Cache County",84341
"Salon Reaction","Eufora semi exclusive","32631 Utica Rd",Fraser,MI,48026,586-296-2000,42.536476333333,-82.951477388889,1,"32631 Utica Rd",Fraser,MI,"Macomb County",48026
"Salon Red","Eufora exclusive","565 East Main Street Suite 230",Canfield,OH,44406,330-533-0733,41.024735635135,-80.749238054054,0.8,"565 E Main St",Canfield,OH,"Mahoning County",44406
"Salon Renee",,"6966 South Wolf","Indianhead Park",IL,60525,"(708) 846-4504",41.770309,-87.902281,0.18," ","Indian Head Park",IL,"Cook County",60525
"Salon Sabel","Eufora exclusive","1609 W Lake St",Minneapolis,MN,55408,"(612) 866-3679",44.948374836735,-93.303293346939,1,"1609 W Lake St",Minneapolis,MN,"Hennepin County",55408
"Salon Sartor","Eufora semi exclusive","7270 Forestview Lane","Maple Grove",MN,55369,763-234-2311,45.087103,-93.428876714286,1,"7270 Forestview Ln",Osseo,MN,"Hennepin County",55369
"Salon Savvi","Eufora exclusive","12 Main St Suite 100",Hamburg,NY,14075,716-649-4949,42.716070916667,-78.832499166667,1,"12 Main St",Hamburg,NY,"Erie County",14075
"Salon Serode",,"3 Columbia Rd","No Pembroke",MA,2358,781-826-4235,,,0,,,,,
"Salon Sophia",,"45 Danville Rd","East Hampstead",NH,3826,603-378-9197,42.891976,-71.136269666667,1,"45 Danville Rd","East Hampstead",NH,"Rockingham County",03826
"Salon Sparrow",,"3306 W 44Th St",Minneapolis,MN,55410,"(612) 746-5441",44.923331,-93.322644510204,1,"3306 W 44th St",Minneapolis,MN,"Hennepin County",55410
"Salon Studios",,"3225  100Th St Suite123",Urbandale,IA,50322,"(515) 278-9528",41.639937866667,-93.755971266667,1,"3225 100th St",Urbandale,IA,"Polk County",50322
"Salon Surreal Of Spartanburg","Eufora semi exclusive","245 E Main Street",Spartansburg,SC,29306,864-585-1118,35.111404,-82.105503,0.22," ",Spartanburg,SC,"Spartanburg County",29305
"Salon Synergy",,"726 Adams St",Carmel,IN,46032,317-691-6746,39.968003474747,-86.141710737374,1,"726 Adams St",Carmel,IN,"Hamilton County",46032
"Salon Tavit","Eufora exclusive","1041 North Scottsdale Rd",Scottsdale,AZ,85260,480-284-3000,33.460635545455,-111.92630981818,1,"1041 N Scottsdale Rd",Scottsdale,AZ,"Maricopa County",85257
"Salon Ten","Eufora exclusive","525 E Market Street",Leesburg,VA,20176,703-669-1008,39.108094407618,-77.552593430014,1,"525 E Market St",Leesburg,VA,"Loudoun County",20175
"Salon Tranquility","Eufora exclusive","1007 Calimesa Blvd Suiteg",Calimesa,CA,92320,909-795-6005,34.000562,-117.06060925714,1,"1007 Calimesa Blvd",Calimesa,CA,"Riverside County",92320
"Salon Trends LLC","Eufora semi exclusive","991 N Mill Street",Plymouth,MI,48170,734-927-4490,42.380863047619,-83.460826190476,1,"991 N Mill St",Plymouth,MI,"Wayne County",48170
"Salon Utopia","Eufora exclusive","1208 42Nd Street","Des Moines",IA,50311,"(515) 274-1888",41.603854838384,-93.674445373737,1,"1208 42nd St","Des Moines",IA,"Polk County",50311
"Salon Verde","Eufora exclusive","2324 West 8Th Street",Erie,PA,16505,814-455-7100,42.105626324324,-80.143075459459,1,"2324 W 8th St",Erie,PA,"Erie County",16505
"Salon Vie","Eufora semi exclusive","45431 Rivitan Circle Suite 100",Sterling,VA,20164,7003-303-7681,39.085309,-77.645224,0.33," ",Sterling,VA,"Loudoun County",20167
"Salon Xhilaration","Eufora semi exclusive","7917 Heritage Village Plaza+C1000",Gainesville,VA,20155,703-754-3433,38.803992237382,-77.60264688345,1,"7917 Heritage Village Plz",Gainesville,VA,"Prince William County",20155
"Salon You And Company",,"921 Orange Street",Avoca,PA,18641,"(570) 562-3170",41.348338122449,-75.73573522449,1,"921 Orange St",Pittston,PA,"Luzerne County",18641
"Salon You Melanie Salon","Eufora exclusive","802 S Main St",Taylor,PA,18517,570-562-3170,41.377229530612,-75.722034795918,1,"802 S Main St",Taylor,PA,"Lackawanna County",18517
"Salon Zinnia And Lifestyle Boutique","Eufora semi exclusive","641 Camino De Los Mares","San Clemente",CA,92673,949-429-2020,33.438428,-117.623131,0.33," ","San Clemente",CA,"Orange County",92674
"Salon Zoe","Eufora semi exclusive","5956 S Holly","Greenwood Village",CO,80111,303-694-4717,39.645995,-105.011411,0.27," ","Greenwood Village",CO,"Arapahoe County",80110
"Samsara Salon And Spa","Eufora exclusive","7606 Main Street",Sykesville,MD,21784,410-552-6900,39.36446525,-76.969061083333,1,"7606 Main St",Sykesville,MD,"Carroll County",21784
"Sarah Austin",,"140 Petuluma Boulevard North",Petaluma,CA,94952,415-686-9522,38.463088,-122.989975,0.33," ",Petaluma,CA,"Sonoma County",94975
"Sarah Bella Inc",,"22 East Chicago Avenue",Naperville,IL,60540,"(630) 886-7202",41.775171979592,-88.125089204082,1,"22 E Chicago Ave",Naperville,IL,"DuPage County",60540
"Sarah Shumlas At Body Spa West",,"8751 West Charleston Blvd Suite 150","Las Vegas",NV,89117,"(260) 312-4049",36.159043102041,-115.28580767347,1,"8751 W Charleston Blvd","Las Vegas",NV,"Clark County",89117
"Sassafras Street Hair Company","Eufora exclusive","3319 Peach Street",Erie,PA,16508,814-868-2807,42.067821818792,-80.170668255034,1,"3319 Peach St",Erie,PA,"Erie County",16506
"Satori Salon And Spa","Eufora exclusive","11920 Mckinley St",Jones,MI,49061,269-244-5510,41.903254,-85.798879,1,"11920 Mckinley St",Jones,MI,"Cass County",49061
"Schardein And Co",,"9401 N May Ave","Oklahoma City",OK,73120,"(405) 752-5353",35.567134242424,-97.567178484848,1,"9401 N May Ave","Oklahoma City",OK,"Oklahoma County",73120
"Secret Gardens",,"485 Alisal Rd",Solvang,CA,93463,805-693-1848,34.595512133333,-120.1381668,1,"485 Alisal Rd",Solvang,CA,"Santa Barbara County",93463
"Selah Salon And Spa","Eufora exclusive","106 East Main Street",Anoka,MN,55303,763-427-3577,45.198093,-93.3904415,1,"106 E Main St",Anoka,MN,"Anoka County",55303
"Sera Bella Salon","Eufora semi exclusive","1982 W Grand River Ave",Okemos,MI,48864,517-347-7133,42.72042725,-84.41957575,1,"1982 W Grand River Ave",Okemos,MI,"Ingham County",48864
Serendipity,,"130 W Washington St",Marquette,MI,49855,"(906) 226-2200",46.543469428571,-87.394584,1,"130 W Washington St",Marquette,MI,"Marquette County",49855
Serenity,,"13125 Route 6",Corry,PA,16407,814-663-0335,41.893975174603,-79.258931857144,1,"13125 Route 6",Corry,PA,"Erie County",16407
"Serenity Salon And Spa Of Gettysburg",,"1685 Fairfield Road Unit B",Gettysburg,PA,17325,"(717) 420-5627",39.821706,-77.271583136364,1,"1685 Fairfield Rd",Gettysburg,PA,"Adams County",17325
"Serenity Spa Heritage Hills","Eufora semi exclusive","2700 Mt Rose Ave",York,PA,17402,"(717) 755-0123",40.004593,-76.594727,0.33," ",York,PA,"York County",17406
"Seshi Organic Salon",,"11162 North Franklloyd Blvd",Scottsdale,AZ,85259,480-767-7533,33.499529,-111.868432,0.33," ",Scottsdale,AZ,"Maricopa County",85252
"Seven A Signature Salon",,"240 East Grand Avenue",Escondido,CA,92025,760-796-7608,33.122754081633,-117.0793017551,1,"240 E Grand Ave",Escondido,CA,"San Diego County",92025
"Shampoo Of Durango Inc",,"130 W 8Th Street",Durango,CO,81301,970-247-5620,37.272856027027,-107.88356740541,1,"130 W 8th St",Durango,CO,"La Plata County",81301
"Shanes Salon Day Spa",,"101 York Crossing Rd",Yorktown,VA,23692,"(757) 898-1299",37.15450884456,-76.460435763544,1,"101 York Crossing Rd",Yorktown,VA,"York County",23692
"Shapes Salon And Spa",,"2455 Centreville Road",Herndon,VA,20171,703-713-0222,38.950538421053,-77.411355052632,1,"2455 Centreville Rd",Herndon,VA,"Fairfax County",20171
"Shapes Salon Andspa",,"5622 K Ox Road","Fairfax Station",VA,22039,703-250-0000,38.759329,-77.311588,0.33," ","Fairfax Station",VA,"Fairfax County",22039
"Sharol Katke",,"1125 Ne Hogan Drive",Gresham,OR,97030,503-320-6483,45.507826876712,-122.41467053425,1,"1125 NE Hogan Dr",Gresham,OR,"Multnomah County",97030
"Sharp Tones","Eufora semi exclusive","8607 Westwood Circle Dr Suite 4",Vienna,VA,22182,571-205-5243,38.928349861635,-77.245667888013,1,"8607 Westwood Center Dr",Vienna,VA,"Fairfax County",22182
"Shear Art","Eufora semi exclusive","622 Boston Rd",Billerica,MA,1821,978-669-8948,42.546081,-71.255006,1,"622 Boston Rd",Billerica,MA,"Middlesex County",01821
"Shear Artistry",,"109 A E Main Street","New Holland",PA,17557,717-354-8228,40.14607,-76.073814,0.33," ","New Holland",PA,"Lancaster County",17557
"Shear Compliments",,"19766 215Th Ave",Centerville,IA,52544,"(641) 437-7048",40.756218454545,-92.882230545455,1,"19766 215th Ave",Centerville,IA,"Appanoose County",52544
"Shear Concepts By Kw",,"618 Railroad Street","New Glarus",WI,53574,"(608) 527-4247",42.814328142857,-89.632690081633,1,"618 Railroad St","New Glarus",WI,"Green County",53574
"Shear Delight","Eufora exclusive","4348 Iroquois Ave",Erie,PA,16511,814-899-1877,42.151774166667,-80.0096125,1,"4348 Iroquois Ave",Erie,PA,"Erie County",16511
"Shear Illusions 2",,"8380 Center Dr Suite D","La Mesa",CA,91942,619-698-8745,32.774028,-117.01904,1,"8380 Center Dr","La Mesa",CA,"San Diego County",91942
"Shear Image Hair Studio",,"5508 Staples Mill Plaza",Woodbridge,VA,22193,703-590-7447,38.633457997239,-77.372541503457,1,"5508 Staples Mill Plz",Woodbridge,VA,"Prince William County",22193
"Shear Indulgence Salon",,"2531 State Street",Carlsbad,CA,92008,760-729-4766,33.165764538462,-117.35413818681,1,"2531 State St",Carlsbad,CA,"San Diego County",92008
"Shear Passion Hair Design",,"13 North Kinderpamack",Montvale,NJ,7645,201-802-1177,41.054651,-74.045425,0.33," ",Montvale,NJ,"Bergen County",07645
"Shear Productions Salon And Day Spa","Eufora semi exclusive","358 S Teller St",Lakewood,CO,80226,303-934-5700,39.744773,-105.115977,0.3," ",Lakewood,CO,"Jefferson County",80215
"Shirley Sei Bella Salon","Eufora semi exclusive","980 West Poe Rd  Suite 5","Bowling Green",OH,43402,419-352-3552,41.386133842105,-83.664704039474,1,"980 W Poe Rd","Bowling Green",OH,"Wood County",43402
